dog_id	dog_name	sex	alt_status	animal_control	surrender_date	surrender_reason	description	age_months	microchip	email	breed_name
200	Brady	male	1	0	2020-05-11	think the dog barks too much	   is an 8 year old Pointer mix who is looking for a place to spend his golden years. This ha	74		mdeleo@funholding.com	Spanish Water Dog
201	Copper	male	1	0	2020-05-12	The animal chews and I don't want my belongings destroyed.	 was rescued from euthanasia at a Texas shelter. he is energetic and playful. He gets alon	260	5339875379	barias@xx-holding.com	Akita
201	Copper	male	1	0	2020-05-12	The animal chews and I don't want my belongings destroyed.	 was rescued from euthanasia at a Texas shelter. he is energetic and playful. He gets alon	260	5339875379	barias@xx-holding.com	Canaan Dog
201	Copper	male	1	0	2020-05-12	The animal chews and I don't want my belongings destroyed.	 was rescued from euthanasia at a Texas shelter. he is energetic and playful. He gets alon	260	5339875379	barias@xx-holding.com	Maltese
202	Brody	male	1	0	2020-05-14	renovating the house or redoing the yard	  is a wonderful family member.  He is 13 years old and has been with 	22		edubaldi@finhigh.com	Cairn Terrier
202	Brody	male	1	0	2020-05-14	renovating the house or redoing the yard	  is a wonderful family member.  He is 13 years old and has been with 	22		edubaldi@finhigh.com	Tibetan Terrier
203	Mickey	male	1	0	2020-05-19	When I got it the animal was small and cute and now it is grown up and not cute.	  loves to snuggle & have her ears scratched. She loves to play with oth	126	3496488220	mmallett@konex.com	Boykin Spaniel
203	Mickey	male	1	0	2020-05-19	When I got it the animal was small and cute and now it is grown up and not cute.	  loves to snuggle & have her ears scratched. She loves to play with oth	126	3496488220	mmallett@konex.com	Miniature Schnauzer
203	Mickey	male	1	0	2020-05-19	When I got it the animal was small and cute and now it is grown up and not cute.	  loves to snuggle & have her ears scratched. She loves to play with oth	126	3496488220	mmallett@konex.com	Welsh Terrier
204	Bandit	male	1	0	2020-05-22	I told my dying family member that I would care for their animal after they died to make them feel better, but I really don't want the animal so I am surrendering it to you.	 she was being given away in the back of a gas station in a rural Texas town when one of our	241	4054902946	tmarrier@hottechi.com	Bolognese
204	Bandit	male	1	0	2020-05-22	I told my dying family member that I would care for their animal after they died to make them feel better, but I really don't want the animal so I am surrendering it to you.	 she was being given away in the back of a gas station in a rural Texas town when one of our	241	4054902946	tmarrier@hottechi.com	Pomeranian
205	Brutus	male	0	0	2020-05-25	the pet sheds too much	  is a two and a half old and such a sweetheart.   loves the car and likes 	84	3809882192	tmarrier@hottechi.com	Kerry Blue Terrier
206	Mocha	female	1	0	2020-05-25	upset that the dog chewed on something or had an accident	    has the floppiest ears and the saddest eyes, but 	90	2209144417	vmenter@silis.com	Toy Poodle
207	Shadow	female	0	1	2020-05-28	"""My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!"""	 From his foster mom: is an 8-month-old, 43 pound, Black Lab who spent his firs	130		cvonasek@toughzap.com	Chart Polski
207	Shadow	female	0	1	2020-05-28	"""My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!"""	 From his foster mom: is an 8-month-old, 43 pound, Black Lab who spent his firs	130		cvonasek@toughzap.com	West Highland White Terrier
208	Sugar	female	0	0	2020-05-29	didn't realize that the animal would need so much attention	  was a service dog for an elderly man who recently passed away. Now this boy needs a new home	120	1279487985	jgiguere@openlane.com	Alaskan Husky
209	Bailey	male	1	0	2020-06-01	don't have time for the dog anymore	 he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled 	55		ncoyier@funholding.com	Saint Bernard
209	Bailey	male	1	0	2020-06-01	don't have time for the dog anymore	 he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled 	55		ncoyier@funholding.com	Silky Terrier
210	Joey	male	1	0	2020-06-02	allergies are a problem	 she was being given away in the back of a gas station in a rural Texas town when one of our	146	6580299670	cjurney@groovestreet.com	Goldendoodle
210	Joey	male	1	0	2020-06-02	allergies are a problem	 she was being given away in the back of a gas station in a rural Texas town when one of our	146	6580299670	cjurney@groovestreet.com	Standard Schnauzer
211	Finn	male	1	0	2020-06-02	I am moving and I can't take them with me.	 This gorgeous boy is a Saint Bernard mix. He is	15	3069312414	cvonasek@toughzap.com	West Highland White Terrier
212	Sophie	unknown	0	0	2020-06-04	My child moved to college and left their animal behind.	   is a loving, young, playful bundle of joy & energy who would love to find herself 	104	1879183892	kmunns@yearin.com	Rhodesian Ridgeback
213	Charlie	female	0	0	2020-06-05	The animal pooped/peed on the floor.	 is a handsome 3 1/2 year old Shepherd mix. He is good with other dogs.  He would do	159	7241808764	jsweely@fasehatice.com	Catahoula Leopard Dog
214	Grace	female	1	0	2020-06-05	I am going to have a child and don't want the animal anymore.	  He's approximately one to one and a half years old. He was rescued a few months	150	4935743572	cjurney@groovestreet.com	Weimaraner
215	Charlie	male	1	1	2020-06-08	The dog barks too much or the cat meows too much.	  was recently rescued from euthanasia at a Texas shelter. She has the sweetest face!  I	107	9790715047	sahle@treequote.com	Dogo Argentino
216	Dixie	female	1	0	2020-06-10	The animal turned 10 and you surrender the animal when it reaches that age.	  is in foster and here's what her foster has to say: Meet the most lovable, frie	36	4262910035	fcrupi@rangreen.com	Bloodhound
216	Dixie	female	1	0	2020-06-10	The animal turned 10 and you surrender the animal when it reaches that age.	  is in foster and here's what her foster has to say: Meet the most lovable, frie	36	4262910035	fcrupi@rangreen.com	Pug
217	Jackson	male	0	1	2020-06-12	can't or don't want to handle the costs of the pet's needs	 this boy and his siblings were being given away in a Walmart parking lot in Texas right before the ne	43	3539230546	asmith@zotware.com	American Foxhound
217	Jackson	male	0	1	2020-06-12	can't or don't want to handle the costs of the pet's needs	 this boy and his siblings were being given away in a Walmart parking lot in Texas right before the ne	43	3539230546	asmith@zotware.com	Scottish Terrier
218	Angel	female	0	0	2020-06-15	I don't have time for the animal.	  a big scruffy pup and devoted friend to those he trusts.  But trust takes tim	197	5383692461	dkeetch@golddex.com	Lakeland Terrier
219	Bailey	male	1	0	2020-06-16	upset that the dog chewed on something or had an accident	 would be a wonderful addition to your family as long as she's the only fur	119	3508454855	dkeetch@golddex.com	Chinese Crested
220	Josie	female	0	0	2020-06-17	allergies are a problem	 was rescued from euthanasia at a Texas shelter. he is energetic and playful. He gets alon	195	9249157474	barias@xx-holding.com	Dandie Dinmont Terrier
221	Hunter	male	1	0	2020-06-19	I don't have time for the animal.	  is looking for a family of his own, preferably one with kids as he loves children! 	83	9714706018	sahle@treequote.com	Bull Terrier
221	Hunter	male	1	0	2020-06-19	I don't have time for the animal.	  is looking for a family of his own, preferably one with kids as he loves children! 	83	9714706018	sahle@treequote.com	Siberian Husky
222	Trixie	female	0	0	2020-06-24	The animal chews and I don't want my belongings destroyed.	" If you're looking for a ""no brainer"", check out this girl. She is a really E"	89	4662455221	srodefer@ontomedia.com	Akita
223	Athena	female	0	0	2020-06-24	having 'personal problems'	 Meet Lucky!!! He might not have been so lucky in the past, but we hope he will be lucky 	80	2723749351	edubaldi@finhigh.com	Pug
224	Bentley	male	1	0	2020-06-25	The animal chews and I don't want my belongings destroyed.	 is a very friendly and energetic Rottweiler mix who is7 years old & weighs 59	118	7704051752	rdiestel@goodsilron.com	Chow Chow
